6525.35	5979.62	5501.83	12871	14607.2	15734.3	16802.7	14889.5	14235.9	13851.9	16312.5	12975.3	13994.3	11427.2	11834.3	13993.1	14282.3	11696	13659.9	16110.2	12105.9	13624.5	13112.2	15028.3	16538.3	15001.9	15572	11456.6	14669.8	11728.2	11925.5	13687.9	12684.1	12017.4	12362.3	14478	15444.2	12829.2	12713.7	11617.7	12390	14251.7	10024.5	14286.9	11928.1	12148.7	13398.8	12994.8	11403.2	12315.3	12216.6	11806.4	13532.6	10017.8	12075.4	12218.9	11895.9	12287.3	12000.1	13168.8	11892.8	12974	12035	10949.8	9055.73	13351	14249.3	10710.6	12148.7	11720	11352.8	8770.96	12628.5	10096.9	9701.25	10301.3	10529	9435.14	9957.24	10988.1	8374.41	9547.15	8981.67	8502.52	9082.47	8181.59	6810.01	8466.54	7441.82	5859.35
5979.62	5482.79	5045.69	11871.8	13474.8	14517.6	15492.7	13739.8	13127.9	12777.3	15052.2	11965.9	12909.9	10543	10914.2	12916.8	13172	10785.1	12595.5	14856.2	11168	12562.5	12095	13862	15253.4	13835.3	14356	10563.6	13527.9	10814.9	11000.3	12621.3	11699.1	11078.2	11407.4	13357.6	14239.4	11830.3	11728	10711.5	11423.6	13144.1	9244.15	13176.2	11000	11199.4	12362.8	11986	10515.3	11358.3	11263.5	10890.6	12478.8	9232.56	11136.9	11268.8	10969.9	11329.9	11068.5	12144.1	10967.9	11967.3	11096.8	10096.6	8349.75	12313.5	13140.5	9877.31	11202.5	10806.8	10463	8089.06	11641.3	9308.72	8946.25	9497.54	9701.81	8694.5	9176.44	10120.3	7713.65	8789.67	8265.94	7826.92	8344.84	7523.34	6256.62	7783.94	6832.48	5376.26
5501.83	5045.69	4643.84	10947.7	12426.4	13389.4	14284.9	12672.6	12104.9	11783	13883.1	11033.7	11905.6	9723.17	10064.1	11915	12146.2	9944.52	11613.4	13698.8	10299.4	11583	11153.7	12783.2	14065.9	12757.7	13236.1	9740	12473.9	9971.99	10144.3	11637.5	10788.3	10213.6	10521.2	12319.3	13129	10908.4	10815.6	9876.08	10532.7	12120.7	8523.81	12150	10142.9	10325.3	11402	11053	9695.83	10473.9	10385	10043.2	11506.3	8511.15	10269.9	10391.2	10115.1	10446.7	10206.9	11198.1	10113.6	11036.1	10231.7	9309.59	7698.79	11354.7	12116.9	9107.87	10329.6	9964.52	9645.49	7459.11	10733	8582.64	8249.33	8756.83	8943.25	8014.95	8459.37	9327.45	7109.68	8100.01	7616.33	7212.54	7684.51	6930.14	5761.51	7169.5	6290.46	4948.71
12871	11871.8	10947.7	27427.4	31146.6	33630.2	35584.9	31870.9	30226.3	29522.6	34883.9	27582.7	29859.4	24428.2	25184.2	30093.5	30367.7	24837.1	28969.1	34179.9	25847	28891.6	27943.2	32003	35151.1	31870.1	32932.3	24314.6	31137.8	24909.6	25422.5	29029.5	27010.3	25422.7	26472.5	30921.3	32694.8	27235.9	27112.8	24628.7	26251.2	30303.9	21312	30356.9	25339.2	25690	28647.5	27665.8	24228.9	26206.5	25879.6	25173.4	28714.6	21135.2	25698.8	25979.7	25265	26066.1	25561.1	27974.9	25289.1	27640.7	25510.3	23244.7	19242.1	28392.4	30245.4	22767.1	25775	24862.2	23933.4	18680	26685.6	21384.3	20629.7	21824.5	22146.7	19872.1	20977.3	22954.7	17550.6	19873.1	18619.1	17671.1	18448.9	16789.6	13845.3	17310.6	15000.3	11734.5
14607.2	13474.8	12426.4	31146.6	35372.9	38196.2	40417.2	36198.1	34327.3	33527.9	39623.1	31323	33910.5	27740.9	28598.1	34177.7	34488.3	28204.3	32899.2	38822.1	29352.8	32810.9	31734.3	36346.9	39926	36196.9	37402.7	27610	35364.3	28286.5	28870.7	32968.6	30673.9	28869.6	30064.1	35119.1	37133.3	30930.6	30791.2	27967.9	29812.2	34416.9	24199.8	34478.3	28776.6	29174.4	32536	31419.7	27512.9	29761.3	29390	28587.8	32611.5	23998.8	29184.4	29504.3	28691.8	29601.9	29028.3	31770.8	28718.9	31391.8	28971.9	26395.8	21847.4	32246.2	34352.6	25854.5	29273.1	28235.4	27179.4	21210.7	30308.1	24284.5	23426.3	24784.7	25150.3	22566	23823	26070.7	19929	22567.9	21142.2	20067	20946.6	19063.7	15717.2	19657.3	17028.5	13319
15734.3	14517.6	13389.4	33630.2	38196.2	41252.6	43637	39095.3	37061.6	36203.1	42798.8	33818.7	36617.9	29955.8	30876.7	36919	37238.7	30448.8	35517	41918	31698.5	35422.5	34266.3	39249	43113.3	39084	40378.1	29807.3	38182.8	30538.2	31174	35594.9	33120.6	31163.4	32469.1	37928.7	40089.9	33394	33249.5	30191	32184.3	37162.5	26126.9	37227.8	31069	31492.9	35138.4	33926.8	29703.3	32134.5	31728	30869.8	35209.9	25901.9	31513.6	31858.1	30977.6	31959.4	31343.9	34304.1	31007.9	33899.4	31279.1	28497.4	23586.4	34819.4	37094.4	27915.2	31606.4	30485.4	29336.8	22901.7	32721.7	26217.9	25294.7	26757.5	27145.5	24357	25714.2	28134.9	21508	24351.3	22809.3	21651.8	22583.1	20560.1	16945.1	21197.7	18355.1	14352.3
16802.7	15492.7	14284.9	35584.9	40417.2	43637	46220.4	41348	39239.4	38308.8	45269.8	35795.4	38742.4	31684.3	32676	39017.1	39418.1	32233.7	37610.9	44388.4	33530.4	37508.6	36260.1	41538.6	45643.6	41378.6	42776.3	31554.2	40428.3	32326.8	32985.5	37689.9	35048.9	33007.4	34334.6	40124.2	42463.7	35355	35180.3	31969.9	34083.6	39337.7	27651	39413.4	32891	33360.1	37167	35905.4	31440.4	34009.2	33601.3	32660.8	37280.4	27442.8	33348.5	33719.4	32793.2	33838.1	33168.5	36313.9	32819.6	35871.7	33123.2	30167.4	24959.3	36856.1	39274.9	29546.7	33465.3	32277.1	31088.1	24229.4	34663.6	27763	26767.4	28334.9	28773.2	25810.7	27252.1	29853	22804.2	25844.8	24219.3	22984.4	24041.1	21859	18032.2	22552.8	19554.3	15300.1
14889.5	13739.8	12672.6	31870.9	36198.1	39095.3	41348	37052.1	35119.9	34308.9	40560.5	32048.2	34702.7	28390.7	29260.9	34992.8	35288.4	28854.4	33655.5	39720.1	30041.3	33566	32473.6	37194.2	40854	37036	38259.2	28246.3	36181.7	28939.1	29543.4	33729.5	31387.5	29529.2	30772.9	35945.1	37986.7	31644.5	31510.5	28609.1	30497	35216.2	24759.7	35277.3	29441.8	29841	33301.7	32151.3	28148.3	30452.6	30064.8	29255.2	33364.7	24543	29864.1	30190	29355.1	30284.8	29703.8	32507.1	29384.7	32125.3	29639.4	27004.9	22352.3	32995.9	35149.9	26453.7	29949.8	28887.8	27796.5	21703.9	31003.9	24843.4	23970.6	25354.6	25718.8	23077.8	24363.4	26652.1	20376.4	23066.7	21604.6	20509	21382	19470.5	16044.8	20072.6	17376.8	13585.9
14235.9	13127.9	12104.9	30226.3	34327.3	37061.6	39239.4	35119.9	33321.5	32537.3	38444.8	30401.7	32906.9	26916.3	27755	33149.5	33474.5	27376.7	31937.6	37686.2	28481.5	31851.3	30797.2	35275.3	38753.6	35134.8	36315.6	26800.2	34328.5	27456	28017.3	32003.7	29768.6	28028.9	29167.3	34077	36051.5	30023.9	29880.3	27150.5	28942	33405.2	23487.5	33466.7	27932	28326.1	31568.8	30493.4	26704.4	28884.5	28532.3	27741.9	31656.5	23303.5	28323.6	28636.1	27849.8	28735.1	28171.4	30837.9	27873.8	30464.8	28125.2	25621.2	21203.7	31297.5	33346.1	25094.1	28416	27408.3	26393.5	20583.5	29427.2	23575.1	22735.6	24060.7	24425.9	21913.8	23135.1	25330.9	19358	21930.6	20549.7	19502.4	20383.5	18540.2	15292.8	19123	16576.8	12970
13851.9	12777.3	11783	29522.6	33527.9	36203.1	38308.8	34308.9	32537.3	31779.3	37555.3	29690.4	32141.9	26294.3	27107.4	32394.4	32689.7	26734.3	31183.6	36796.4	27822.6	31100.1	30079.3	34450.9	37842.6	34308.5	35451.7	26171.6	33519.9	26812.2	27365.3	31249.7	29074.6	27365.1	28495.8	33287.3	35196.4	29317.8	29185.5	26509.9	28258.1	32622.1	22939.1	32679.7	27276.1	27653.8	30838.6	29781.4	26079.2	28209.6	27857.9	27097.4	30911	22749.1	27663.3	27966.3	27196.2	28058.9	27514.7	30114.4	27221.9	29754.9	27461.2	25020.5	20710.1	30564.4	32561.1	24507	27746.7	26763.5	25763	20105.9	28728	23019.1	22206	23492.9	23839.9	21390.5	22581.4	24712.1	18891.7	21393.1	20042.2	19022.5	19858.7	18072.6	14901.9	18635.1	16145.5	12629.2
